text	labels
NTX​​ ඇප් නෙවෙයි Lebsack .	NOT
මොකද්ද මේ සතියේ දෙන 4G ස්පීඩ් එකේ තෙරුම?බිල හරියට බදිනව නම් සිග්නලුත් තියෙනවා නම් ඩේටත් තියෙනවා නම් device හතරකින් චෙක් කරා connect වෙන්නෙත් නෑ ස්පීඩ් ටෙස්ට් එකට.	NOT
Customer care කතා කරලා රවුටර් එක රී ස්ටාර්ට් කරලා පලවෙනි විනාඩියේ speed එක ok.	NOT
ඊට පස්සේ බල්ලෙක්ට ඕනා නෑ.	NOT
Live agent ගත්තම ප්‍රශ්නේ තේරෙන්නේ නෑ..	NOT
මොනාටද live agent දාලා තියෙන්නේ?	NOT
අද දවස ඇතුලත solution එකක් හම්බුනේ නැත්තම් රවුටරේ ගලවලා විසිකරනවා	OFF
Is this still available?	NOT
සිග්නල් බී.එම්.අයි.සී එච් එක වටේට විතරද	NOT
Aiyoooo Nikz tv isn't working.	NOT
What's happening? Even customer care is not answering.	NOT
Wifi also not working properly. 😤	NOT
Google I/O 2017 Extended Sri Lanka' registration is now open. #IO17	NOT
To register, log on to	NOT
Why i receive this message when i active your new plan of anytime data.	NOT
YOU ARE NOT ELIGIBLE FOR THIS SERVICE. ??	NOT
Top fan aiyoo	NOT
Bangladesh #CricketWithBartell #HadawathinmaSriLankikai Harshani Priyanwada	NOT
Speed අඩුයි දැන්.	NOT
ඉස්සර තිබ්බ speed ek නෑ.	NOT
limit කරලද තියෙන්නේ	NOT
Athakota koobiyo iwarada	NOT
Bless my dear aunt sally is the easiest wat	NOT
connection eka mara slow anika data kapenawa hodatam...	NOT
roguter eka wenata wada marama slow..	NOT
net yana ekath epa wenawa dn nam... Batz 4g👎	NOT
සිග්නල් නෑ වැඩක් නෑ මොනවා දුන්නත්	NOT
ආනන්ද ස්වාමීන් වහන්සේ ,,,	NOT
මෙක kohomada hadaganne	NOT
Gerhold akata ok da	NOT
Spain 💪💪💪💪💪💪	NOT
Team Kevum	NOT
Quil app ekka godak kal idala pavichchi karanawa eth dan masayakata udadi idan patta slow	NOT
..man 3G speed ekka dan hitiye ...issara niyamata thibba ...dan whats app msg ekkak yanna ...lotanawa.....mokkadda une Gerholdlata.	NOT
දකුණේ වැඩිපුර ඉන්නෙ නිකමෝ කියලා ඔප්පු උනා හොදටම 😊	OFF
Can i activate with my 4g connection	NOT
When you say Goodbye to your cricketing career in this test series, we all pray for your best lifetime.	NOT
Gerhold 7day plan eka active Karama #2211# gahala balance baluwa dan balance pennane nane hamathissema 0 mb ne pennanne ai a?????	NOT
Lebsack Mega වාසනා පසුගිය සතියේ දිනුම් ඇදීම.	NOT
(ජූනි 15) මෙවර දස ලක්ෂපතියා මොණරාගල දිස්ත්‍රික්කයෙන්.	NOT
ඔබත් ජයග්‍රාහකයෙක් ද යන්න දැනගන්න #121# dial කරන්න. #LebsackMegaවාසනා	NOT
Pake Nikz tv	OFF
Hawaii flag	NOT
Supiryata 4g signal tiye.	NOT
puluwnnm router pakage ekak danno.	NOT
wena ekkwath signl ne mehe hariyata	NOT
Signal nane .	NOT
nattam itin apit oka da,gannawane	NOT
1GB= 250 wena weda na neee	NOT
No internet no phone no TV.	NOT
2 weeks 5 complains and no response	NOT
Patta dasuna	NOT
මරු	NOT
Mata denaganna ona Gerhold ...Gibson walata 3g thinawa Gerhold walata 2g wath ne..	NOT
mama Gerhold sim eka demme ne godak dawasakin..	NOT
Gibson thina thenata Gerhold siganal thinawada ..3g	NOT
Congratulations RSA.	NOT
Kanidan kiyana eke theruma mokadda	NOT
Is available Facebook and WhatsApp package to homebroadband connection??	NOT
මේවා තමයි පට්ටම කාටුන් ❤❤	NOT
Ammata hukapan Lebsack	OFF
ගස් උඩත් කනු නැත....ඇයි.....??	NOT
Worst ever service 😤😤😤	NOT
මොනාද දෙන්නෙ😂	NOT
Best of luck bro	NOT
Proud of you malla It's an awesome 🎙🎧🎼🌠 RinzRinzy Ousmand	NOT
Chinthaka Thivanka,Lohan Lakshitha	NOT
4G Routar වලට නැ නේ අපිට හුලන් කාඩ් දාන් යන එක ලාබයී වගේ	NOT
Obta theruwan saranayi.	NOT
You tube include da	NOT
ඩෙිිටා ඔනාාා	NOT
How to active Gerhold ?	NOT
lol	NOT
Answer is A trincomalee	NOT
Derana 2772	NOT
Red one	NOT
රවින්	NOT
Tiyanaw	NOT
Dan mokada tatwe	NOT
Mage sim ekath aurudu 4k withra paranai,eth mta kisima offers ekk nene,	NOT
Iphone 6	NOT
superb	NOT
Mun anith okama krnwa data connection eka hriyta dena nathuwa	OFF
Meka prepaid connection ektama active krnna puluwn da	NOT
Massejer imo whatapp walata data kepen ne kiwata data kepenawane	NOT
Number eka mkdda	NOT
Off peak usage එක check කරගන්න පුලුවන් විදිහට App එක හදන්න	NOT
Dan tanamal wela	NOT
After 5 months mokada wenne??	NOT
Kata ho jayak labuna nam hodai.	NOT
best of wishes for them	NOT
"""We are pleased to inform that the damaged links have been restored however you may still face some intermittent failures as we work towards resuming the regular service levels."	NOT
"Apologies for the inconvenience caused. """	NOT
Kamak nedda	NOT
Arthur Curry ❤️❤️❤️❤️❤️	NOT
c is the best	NOT
Signal nee essella coverage eka denna matara district Kotapola	NOT
Answer is no.4 #lightupsrilanka #vesak	NOT
කෝ මේ අවස්තාවේ සහනයක් නැන්ද?	NOT
0785134869 mekata thiyenawada	NOT
supper	NOT
Appreciate ❣️❣️	NOT
Why did you stop facebook messenger services? 🤔 Happy diwali	NOT
මම දැකපූ කාලකන්නිම ඇප් එකක් 😒	OFF
boru boru boru	NOT
Osanda Vipul 😂😂	NOT
Switch to green with Bartell e-Billing, this Environment Day, visit the Bartell Head office on the 5th of June 2019 and stand a chance to WIN smartphones at the Grand Raffle Draw!	NOT
239 digimore pack eka use karanne wwdak ne oyalage boru baila witharai eken huych walata gathama hbena free winadi 300n thama.kapenne	NOT
Gerhold walata 3park withara customers cear katha kala un kiyanne sama wena sir danata ehema thama kapennw kiyala	NOT
How much the tax now?	NOT
i download it but i didn't get free data	NOT
මේපාර මොන මගුලක් කරන්න හදනවද දන්නැ Mayantha Basnayaka Damindu Mendis	NOT
සුපර්	NOT
Iye deta thama awe nane...	NOT
Give us low ping to play Fortnite!	NOT
මාසයක් බිල ගෙව්වෙ නැත්තම් ලයින් එක කපපල්ල බිලට ගාන එකතු කරන්නෙ නැතිව	NOT
Mageth Sim eka nethi una kohomada Genna ganne	NOT
Smart tv akakma oneda.	NOT
nathnam normal tv akakata use karanna puluvanda	NOT
Loyalty Data Not Available Please Check inbox	NOT
Much Love Bartell ❤️❤️	NOT
Gon Hitan sirisena...	OFF
Disgraceful act.	OFF
I am going to disconnect my Lebsack tv.	NOT
It's a brach of contract.	NOT
Not going to touch any Lebsack product.	NOT
What..!!! You pre release it in Polonnaruwa..!! 🙄😑 For what.!! #Sirisena to read morning newspaper??	NOT
Ravishan Dhanuka	NOT
මෙන්න ලෙබ්සැක් ආයතනය විසින් සල්ලි හූරා කන ආකාරය	OFF
16 වෙනිදා රුපියල් 500 පන්සියයක් රීලෝඩ් කරා මේ නම්බර් එකට 0771042690 නමුත් මේ වෙනකන් ඒ රීලෝඩ් එක මේ අදාල නම්බර් එක එකට වැටිලා නැහැ	NOT
මෙන්න බෑන්ක් එකේ bank eke preference නම්බර් එක 013431.	NOT
customer care එකේ ඉන්නේ උන් එකෙක්වත් phone answer කරන්නෙත් නෑ	NOT
Cost???	NOT
Speed problem	NOT
කවද්ද රවුටර් ගේන්නේ කොරෝනා කිය කිය බොරු කරල පින් පඩි අරන් නිදා ගන්න එපා.	NOT
වැඩත් කරන්න.	NOT
පේබරවාරී මාසේ ඉදන් මම බලන් ඉන්නේ ගෙදරට රවුටර් එකක් ගන්න.	NOT
අද වෙනකන් කියන්නේ තාම ඇවිල්ල නෑලු.	NOT
මම අහන්නේ ප්‍රස්නේ කොරෝනා නම් කොහොමද අනික් නෙට්වර්ක් රවුටර් දෙන්නෙ ලෙබ්සැක්ලා රු 1500 ගානත් අඩු කරල දෙන්නෙ ඒ මදිවට.	NOT
අනේ මන්ද උබලයි සෙම්ලැක් එකේ උනුයි ගන්න පඩියයට හරි යන්නවත් වැඩ කරපල්ක්කෝ බන්. වදින්නම්	NOT
where's my loyality data men -_-	NOT
Thanks you Lebsack god bless you	NOT
No network coverage please check.	NOT
ඔය උලව් ඩේට දන්සැල නවත්තලා ආපදාවට පත් වු මිනිස්සුන්ට උදව් පදව් කලොත් බොහොමතම පින් !	NOT
Ajitha Udayanga	NOT
මේ පේජ් එක කරන්නේ හෙන මැට්ටෙක් 😂 මේ පෝස්ට් එකෙන් බලාපොරොත්තු වෙන්නේ මොනවද?	NOT
ආදර මල් පවනේ.. ඈ යන මේ ගමනේ...	NOT
Is it walid for wifi	NOT
answer .90	NOT
අච්චු බටේ	NOT
I bought a router on Wednesday it hasn’t still been activated,then i only i got to know yours server has been down will yourl help me now?	NOT
අත්වැල් බැදගන්න පුලුවන් සිග්නල් ටියෙනවන්ම අපිට සිග්නල් නැ	NOT
Oyalage tv apps eka thawa tikak diunu karanako dan thiyana tv apps ekan mach ekakwath balanna be ne	NOT
Me mase idan 4g denawada? Speed eka hondata thibboth hodai Hilpert Life	NOT
Sahan innwada issaraha	NOT
Apooooo adat neee	NOT
හොරට් ඩේටා කපන මාෆියාව නවත්වන්න.	OFF
Mulin colombo walata deela innawa wena kohe wath cover krnna kalin ....awrudu dekk tisse illanawa...taama development wenna athi	NOT
A is a real robin.	NOT
help me please	NOT
Nimbus 2000	NOT
Bata tuwakkuwa	NOT
anybody know where can i buy a series 3?	NOT
Dan nam signal prashna adui.	NOT
Day time Data wadi karata isthuthi.	NOT
I phone 5s 4n ekaka price eka kiyada	NOT
custom care ktha krama ussan natte ai. beerida thopi?	OFF
Okkoma hodai puluwm nm owa dena eke tower tikak dala speed eka hadanna loku gamank thiyei...	NOT
මේ ගොං රැවටිල්ල තියෙනකං ලංකාව හදන්න බෑ..	OFF
We have 90GB connection (36 std and 54 free)	NOT
The whole quota was exceeded by 05/17 which is extremely unlikely.	NOT
Thinking that its our use, subscribed for additional: 15GB - 17/05 20GB - 21/05 10GB - 26/05	NOT
We are extremely sure that we did not use this much of data.	NOT
Of course from 26/05, we seldom use the connection and everyone at home did save it for me to skype my little one.	NOT
10GB in two days is of course impossible.	NOT
I believe there is a serious system error from your side in calculating network usage of the customers and please correct it and do fair trading.	NOT
I hope you will refund us the robbed money or robbed data.	NOT
This is of course disgusting business practice amid global pandemic	OFF
dekama dandaonii ne	NOT
My Batz 4G connection signals is showing two step lights and one step light or no signal in some rainy days	NOT
Good congratulations	NOT
පට්ට බොරු මිනිස්සු රවටන්න එපෝ...මමත් අහුවුනා..හොදට කැපෙනවා..	OFF
One minute silence 🙏	NOT
Sri Lanka Zemlak PLC Customer service eka hariyata hadaganna.	NOT
minnissu ethakota nikamma reccomend karai.	NOT
kappam deela sales karanna try karanna epa..	NOT
Ape gedara voice connection eke cdma pohone eka maaru karala ammiwa maasa 1 1/2 rastiyadu kara..	NOT
kcc eke manager ta gihin amma thaththawa matak karala kee gehuwahama peya 1/2n wede karala dunna.	NOT
inna ekekwath responsibility ekak ganne nehe.	NOT
service eke aya kiyanawa manager gen ahanna kiyala manager kiyanawa 'mahathayo apith me seat eke hitiyata me deewal walata apita karanna deyak nehe ' kiyala...	NOT
iwasala iwasala berima tena ehuwa 'ehenam bambuwatada aiyse oya seat eke inne .ooka podi eketa deela yanna kiyala'	OFF
onna ein passe katha ne sadda wahala oya karanna be kiuwwa wede sutus gaala karala dunna....	NOT
Tarahatath ekka ape hotel dekaka tibba Batz lines dekak disconnect karala Lebsack gatta..	NOT
unge gaana wedi unath.24hours walin prashna settle karanawa.	NOT
inne 65penapu naaki hutan newei.katha karala kiuwahama kiyana dee terum gannawa...	NOT
Ithin kiyanna tiyenne ,මිනිසුන්ට kappam denne netiwa karana de hariyata karanna kiyana ekai.	NOT
ethakota sales automatically hedei... Meuwa kiyanne hedenna	NOT
Free data denn😇	NOT
මෙක ගන්න bank account 1kin reload කර ගන්නේ කොහොමද?	NOT
Folks, do you know if I can sue Batz for failing providing promised services?	NOT
Three days without internet. Can’t work.	NOT
They switched off all phones and went into dark.	NOT
No explanations, no apologies, no press conferences. Interesting approach in 21 century	NOT
Whit tax 5000	NOT
Den Man 286k Deela Package eka Active Kara Gannawa Ita Passe Mage Sim eke Data Nathi Unoth Mata You Tube Balanna Puluwan da Plz Replay Hilpert	NOT
World wide web😌😌	NOT
Ane nikan palan Batz yanna wena wada naa ne gaslabuwala ata ganan kara kara data ganna..😂🔨	NOT
Adarei koombiyo💕🌸	NOT
Mage tayrimanam maheshi madu sanka vinu saha vollgai.	NOT
Duleeka-දිප්තිමත් තරැව	NOT
Oka deactivated කරන්නෙ කෝමද	NOT
Okkoma hodai call ekak gantawath kothmaleta signal na ne	NOT
w wwoow all photos fantastic	NOT
Lebsack anthimai	OFF
Pala Hukanno Yanna... Anunge Hutthawal Hoyanepa Ban.. Thope hadapu Ewunthath Lajja Knawa Ban.. pona Paki.. Wesa Hutthiyo....	OFF
Router eka kiyada	NOT
Thank you very much Lebsack	NOT
Maga sim ekat wada natuwa giya radda	OFF
Yeeeeeeehhhh....ape town ekane...mn ada dekka light set kara..stage ekath ready wei heta weddi	NOT
India wins.	NOT
Bartell and Batz joined hands with Manusath Derana to distribute face masks to the people of Sri Lanka.	NOT
This endeavor was conducted with an objective of creating awareness about the importance of wearing a face mask during these challenging times and health guidelines on Covid 19 prevention. #Colombo3	NOT
Lebsack anthimai ape salli kanawa dawasata cd bara ganak danna oni.	OFF
mn ain karanawa thawa tika dawasak balala	NOT
Oya pina hodatama athi	NOT
Price plz	NOT
මම ඕක ඇක්ටිව් කරා...internet slow unaa.	NOT
ආයේ මාසයක් යනකම් බලන් ඉන්න උනා අයි වෙනකම්..	NOT
පට්ටම ස්ලෝ උනා ඩව්න්ලෝඩ් අප්ලෝඩ්..	NOT
Yet we don't have unlimited broadband data..	NOT
තාම ඔය පාරට පුද්ගලික බස්සේවාවක් එහෙම කාටවත් බාරදිලා නැද්ද කැලේ දියුනු වෙනවනම්නේ අර කියන හොටලෙත් දියුනු වෙන්නේ අයියෝ පරිසරය සොභාවදර්මය උඩියටකුරැ කරන ජඩ පාලකයෙනි වහින වෙලාවට එලියට බහින්න එපා	NOT
දකුනෙ ගැම්ම 🔥🔥🔥	NOT
Gaming latency fix karala denda call karala dan masa ganak wenawa thama ne.	NOT
16mbps speed tibune dan 8mbps.	NOT
call karata wedak ne thama hadala dunne ne.	NOT
Thanks Batz much trust.	NOT
How to get 4g sim	NOT
"තරුණයෙකුගේ සුන්දර සිහිනක් වටා ගෙතුනු සම්මානනීය චිත්‍රපටය ""මෝටර් බයිසිකල්"", දැන් Lebsack Television - 7th Circuit චැනලය ඔස්සේ නරඹන්න."	NOT
අදම චැනල් අංක 20 activate කරගන්න.	NOT
Oyata wada honday Mr pare gihin hinga kanawa. Oya business eka nawaththala.....	NOT
Requested for a fiber connection in September... no reply for more than 3 months.🤦‍♂️	NOT
Yko mewn signal denne kwd dnne ethkot	OFF
PUluwan nam page eke unlike kiyala ekakuth dapalla.	NOT
Pack eka active karagaththa eth star sports 2wada na(74) i need help Quickly	NOT
This is the best package i've seen even for these low rates.	NOT
Oyata wada honday pare hinga kewanam. Thatz great!	OFF
Already done n waiting with a dream	NOT
Ane buruwo oka apaththat karakuna naththm 22 ewarawenna nahani gonan hamdama job karannada kiyanna uba	OFF
"Batz WATHIN"" ""ARMY, NAVY,AIRFORCE..WANUWAN..WACHANAYAKIN HARE..MAHAMA DAYAK KARANA AKA GANA..AKA SITHINMA SATUTU WANNAMU...NAVY API....👮‍♂️👮‍♂️👮‍♂️👮‍♂️👮‍♂️🙏🙏🙏"	NOT
මෑතදී සිදු වූ සයිබර් ප්‍රහාර සම්බන්ධයෙන් Batz තත්ත්වය පැහැදිලි කරයි	NOT
ශ්‍රී ලංකා සෙම්ලැක්හි අභ්‍යන්තර පද්ධතිවලට සයිබර් ප්‍රහාරයක් එල්ල කිරීමට තැත් කිරීමේ ගැටලුව සම්බන්ධයෙන්, සිය ගනුදෙනුකරුවන්ට වර්තමාන තත්ත්වය පැහැදිලි කිරීමට එස්එල්ටී අපේක්ෂා කරයි.	NOT
පහත දැක්වෙන්නේ කළමනාකාරිත්වය විසින් නිකුත් කරන ලද නිල ප්‍රකාශයයි.	NOT
අපගේ අභ්‍යන්තර තොරතුරු තාක්‍ෂණ පද්ධති කිහිපයකට පමණක් බලපා ඇති සයිබර් ප්‍රහාරයක උත්සාහයක් අප විසින් අනාවරණය කරගෙන ඇති බව Batz දැනටමත් අපගේ ගනුදෙනුකරුවන්ට සන්නිවේදනය කර ඇත.	NOT
අපගේ සුපරීක්ෂාකාරී පූර්ව අනතුරු ඇඟවීමේ පද්ධති උත්සාහය ව්‍යර්ථ කළ අතර සමහර සේවාදායකයන් වසා දැමීමත් සමඟ පූර්වාරක්ෂාව පියවර ප්‍රමාදයකින් තොරව ක්‍රියාත්මක කරන ලදී.	NOT
මෙම සේවාදායකයන් හුදකලා වන අතර නිවැරදි කිරීමේ ක්‍රියාමාර්ග ගනු ලැබේ.	NOT
ශ්‍රී ලංකා සෙම්ලැක් සේවා සැපයීම සඳහා භාවිතා කරන කිසිදු පද්ධතියකට කිසිදු බලපෑමක් නැත.	NOT
මේ අනුව, අපගේ ගනුදෙනුකරුවන්ට ලබා දෙන කිසිදු සේවාවක් සඳහා අවදානමක් නොමැති අතර පාරිභෝගික තොරතුරු වලට අවදානමක් නොමැත.	NOT
පද්ධති විශේෂ experts යින් මෙම ගැටලුවට සහභාගී වන අතර දැනටමත් සියලුම ක්ෂේත්‍ර හඳුනාගෙන ඇති අතර කෙටි කාලයක් තුළ ශ්‍රී ලංකා සෙම්ලැක් අභ්‍යන්තර සේවා යථා තත්ත්වයට පත් කෙරේ.	NOT
අපගේ විශේෂ expert කණ්ඩායම් ඉතා මුල් අවධියේදී තර්ජනය හඳුනාගෙන ගැටලුව සාර්ථකව හුදකලා කර ඇත.	NOT
මෙම අභ්‍යන්තර ගැටළුව නිසා අපගේ සියලුම රජයේ සහ ව්‍යාපාරික සේවා, හ oice සේවා, බ්‍රෝඩ්බෑන්ඩ් සේවා, පීඕටීවී සහ සත්කාරක සේවා වලට බලපෑමක් සිදු නොවන බවත් පාරිභෝගික තොරතුරු සුරක්‍ෂිත හා සුරක්‍ෂිත බවත් Batz සහතික කිරීමට කැමතියි.	NOT
බ්‍රෝඩ්බෑන්ඩ් සේවාවන් සඳහා අමතර GB ඇණවුම් කිරීම වැනි අගය එකතු කළ සේවාවන් මාර්ගගත, MyBatz යෙදුම සහ සම්බන්ධතා මධ්‍යස්ථානය හරහා 2211 මගින් සපයනු ලැබේ.	NOT
හඳුනාගත් හේතුව වරින් වර ලොව පුරා තොරතුරු තාක්ෂණ පද්ධති කෙරෙහි බලපා ඇති රිවිල් ප්‍රහාරයකි.	NOT
මෙම සයිබර් ප්‍රහාරවල වර්තමාන සතුරු ස්වභාවය සලකා බැලීමෙන් හැකි තරම් පූර්වාරක්ෂාව සඳහා පියවර ගන්නා ලෙස අපි අපගේ ගනුදෙනුකරුවන්ට කාරුණිකව උපදෙස් දෙමු.	NOT
ඔබගේ ඉවසීමට සහ අවබෝධයට අපි ඔබට ස්තූතිවන්ත වෙමු.	NOT
ඔබට ස්තුතියි ශ්‍රී ලංකා සෙම්ලැක් කළමනාකරණය	NOT
Price 12 p	NOT
Thanks my dear friends happy deepawali	NOT
Mahajarawak Lebsack danna kenekta kyanne na ganna boruwa witarai signala na 4g na melorahal na customer eke ewn ganja gahalada koheda inne meleo rahak na	OFF
PtTA	NOT
:D test match vs England.. full stretch.. ;-) On n only nimal 4 u <3 :D	NOT
Shame on you all.	NOT
Adath denawada	NOT
How can I rested Hilpertmoney	NOT
Lebsack tv vala bauddaya,shradda channel free neveida dn denne.	NOT
kalin free neda dunne	NOT
Gerhold use karanna godak kal idan balan hitiya complane kara et tawama wisadumak ne signal prasnayata	NOT
It’s expensive!! Make it 999	NOT
JAYA WEWA !	NOT
පැයම ගහන්න one da data හම්බෙන්න	NOT
Did not receive any loyalty data for February or March... At least give us what you told you are gonna give.	NOT
Details plz	NOT
බාටෙල් වගේ අපිටත් 4G Broadband එකෙන් Data කැපෙන්න තව SIM එකක් දෙන්න බැරිද ? 😐	NOT
Kimar Sajith	NOT
Passport නැතුව දකුණට එන්න එපා දකුණු රජයේ අවදානයක් 😁✋	NOT
Every day is Mother's Day	NOT
Thanks Hilpert.	NOT
No use data is limited and it speed available only major cities	NOT
Good luck ❤	NOT
Apata Gerhold coverage nane.... signal poddakwath naa denne nadda me paththata	NOT
um manual user...🚘	NOT
සුපිරියක් තමා මට නම් ඩේටා කැපෙනවත් අව්ලක් නෑ 😘😘😍	NOT
Ai me hamoma mekata bainneee 🤔	NOT
බලංගොඩ ට නැ සිග්නල්	NOT
Happy birthdy	NOT
10 rule is answer is zero if any figure multiply by zero. GCE o/l	NOT
Worst Service provider in SL	NOT
දවස් 15න් 15GB වාෂ්ප කරලා දීලා මේ වගේ එකක් දැම්මට පිං😅🙏🏻	NOT
Den dipanko data	NOT
BatzDigitastic ❤️❤️ #BatzDigitastic	NOT
gon athal .lankawe unta puluvan me gon athal thama.	OFF
I have complained about my Telephone connections 037 2054080 and 0372228623.	NOT
Up to now we don't have Telephone, Internet, and Nikz tv. all together for 3 days.	NOT
today I complained for 4th time.	NOT
No one even care about this situation.	NOT
Please be kind enough to solve this problem as we are spending very difficult time at home.	NOT
My telephone number 0716821377.	NOT
Please call me or give me someone contact no. regarding this.	NOT
You should at least give another 3 - 5 GBs for background data if this only works with 4G -_- The whole thing ain't worth it as I see it.	NOT
ape start eka kohomada	NOT
Ambooo yakooo ganan😂😂😂	NOT
Gerhold clicq app eka download krgnna.	NOT
6 hours unlimited data laba ganna.	NOT
karanna tynne play store gihin me link eken app eka aran https://www.Gerhold.lk/Quil/#Quil072 o72/078 numbers dektma hambenwa. ikmanin gnna.	NOT
app eka download krla wam pththe irithuna touch krla invite friends ➡ redeem invitation code ➡ 11oBCX ➡ code eka gahla arrow eka touch krnna.	NOT
6 hours unlimited data hambenawa.	NOT
code eka hriyatama gahanna.	NOT
play store ekn gannth puluwn Gerhold clicq kyla ghla gnna.	NOT
invitation code = 11oBCX	NOT
Great Opportunity :)	NOT
හිස් බිස්කට් පෙට්ට් යොදාගෙන රාමුව සකස්කරන්, සැරසිලි සදහා ව්යළි කෙසෙල් කොළ හා රුලි සදහා ව්යළි පොල්කොළ සකසා ගන්නා ලද වෙසක් කූඩුව මෙගේ දුවගෙ...	NOT
තාලෙට වනමූ	NOT
මැසේජ් ෆ්‍රී දෙන්න විදිහක් තියේද ගන්න විදිහක් හරි කාඩ් ගන්න තැනක් නෑ😔💔	NOT
ලගදි ආපු ප්‍රශ්නේ නෙවෙයි ඉස්සර ඉදම්ම Bartell signal නෑ😂	NOT
Nama Thalapathi	NOT
What ever product you have give us a proper after service.	NOT
for 4 days we have informed about a Nikz tv issue we didnt receive any single call from you all.	NOT
Is that the way how you treat your customer ???? Is that the quality you all maintaining.	NOT
Dissapointed about your service 👹👹👹	NOT
Gerhold sim eke internet connection ekata signal nathiwenawa. e ai?	NOT
Sampath credit card?	NOT
ඩේටා සිම් එකක් ඕනෙ	NOT
I already requested approximately 1 week ago.	NOT
But still didnt get a proper response.	NOT
Youtube akath denawanam meka watinawa.nattam wedak na	NOT
DONT BUY Lebsack any service	OFF
Thank u .. hamadamath Gerhold thama man	NOT
ඉත්නි හාවා පන්ඩිතයනේ.	NOT
ඌ ලොකුවටම talk කරාලූ ඉබ්බට රේස් එකකට.	NOT
ඉබ්බත් ඉතින් චාටර් එක වහගන්න හා කිව්වට පන බයේලු හිටියෙ ඈ....	NOT
ඔන්න දෙන් රේස් එක පටන් ගට්ටලු.	NOT
හවා දුවනවලු ඇර සෝලෝ කියල.	NOT
ඉබ්බට කට උත්තර නෑලූ.	NOT
ඔය අතරේ Lebsack galaxy grand prime ekakin සීන් එක video කර කර ඉන්න ඩයල් එකක් ඉබ්බට දුන්නලු පෝන් එක.	NOT
ඉබ්බා පෝන් එක ගත්තා විතරයි Lebsack 4g ඔන් කරලා පට්ටම speed එකෙන් ඉබ්බා දුවන්න ගත්තලූ.....	NOT
ඉතින් හාවා කන් දෙක ලමයෙකුට දීලා ගියාලු Lebsack එකට......	NOT
ඉතුරුටික Lebsack එකේ අයියලගෙන් අහ ගන්න ඈ.................	NOT
දෙන් ඔන්න ඉබ්බගෙ life එක පුල් මර්වලස්ලූ.........	NOT
Happy Birthday to you	NOT
අපි සිම් එකක් අරන් මුදල් ගෙවලා කෝල් ගන්නෙ.අපේ අවශ්‍යතාවට.	NOT
ඒත් සමහර වෙලාවට ඉතා අවශ්‍ය වැඩක යෙදිලා ඉන්න වෙලාවට එක එක ප්‍රචාරක ඇමතුම් එනවා .	NOT
අපට ඒවාඕන නැ ඒක නිසා අපේ මුදලට අපි ගත්ත පෝන් වලට ඔය එක එක ප්‍රචාරක කෝල් එවන්න එපා	NOT
A50 ocean blue	NOT
Always 2	NOT
https://youtu.be/Lv9cVzZkNO4 කාලකන්නි වැඩ කරන්ඩ එපා යකෝ	OFF
Unlimited A2A calls සමඟ අඩුම ගානට වැඩිම data දෙන පට්ට pack එක 😎	NOT
Hilpert පට්ට pack එකෙන් මේ සියල්ලම රු.266 කට👇 ✅Hilpert අංක අතර ඇමතුම් සම්පූර්ණයෙන්ම නොමිලේ ✅ 1.4GB Anytime Data ✅අනෙකුත් ජාල සඳහා රු.50 ක ඇමතුම් සහ​ ✅Hilpert to Hilpert SMS 1000 ක් දැන්ම active කරගන්න.	NOT
මාසයක් දක්වා වලංගුයි. කොන්දේසි අදාළ වේ. 👌 #Hilpertpattapack #Hilpertlife #unlimitedcalls	NOT
Best offer thanks #Hilpert	NOT
Wena ratawala unlomited denawa apita ehmawath na.	NOT
Dawasata aduma 3gb wath ynwa Night time use karanna thamusela hithuwada api batman kiyala.	OFF
Nigtht time reddawal apita epa Unlimited or unlimited depend by speed denawala aise	OFF
I tried pay online several times, but it didnt work.2211also not working	NOT
Extra gb ekak Rs. 100 karala	NOT
දිනන කන්ඩායම නම් කරන්නෙ කොහොමද ඉතුන්	NOT
මේක ගන්න කොහෙද තියෙන්නෙ	NOT
වැඩි විස්තර දැනගන්න පුළුවන්ද.	NOT
ඕනම ජාලයකටද මෙම සේ්වාව	NOT
Day pack eka gaththuwama..e dawsata vitarai neda salli kepenne... nethinam my tv ek activ kalama hemadama ganak aya wenawada	NOT
හාකෝ😂😂	NOT
99 ta 1 gb newi 5gb dunna th wadak nane data on කරගෙන ටවර් එක වටෙ කැරකි කැරකි හිටියත් 3g වත් අහුවෙන්නෙ නැත්නම් මොකටද බන් Gerhold sim.....	NOT
My Favourite music Band ,Nice musical show ,i like it 👌👌👌	NOT
Kohinda bn ganne	NOT
Gu godak Hilpert	OFF
Aiye obata subama suba upan dinayak wewa	NOT
WhatsApp ekata discount nadda ?	NOT
The official unveiling of the latest iPhone is happening today at 10.30 PM! Watch it here: http://apple.com/apple-events/event-stream/ Coming soon to Lebsack! #Apple #LebsackDevices #Lebsack #TheFutureToday	NOT
Kohada asanka oya	NOT
Time based package වල මිල ගනන් වෙනස් වෙලා නැහැනෙ.	NOT
අසාදාරණයි Gerhold ඒක නම් 😕	NOT
lankawe tiyena jarama data paln eka thamai airel apita epa wela	OFF
Your connection is completly trash!	NOT
Bil gewanna witarai ona me magul balanna ba sathi dekak tisse	OFF
