,Sentence,Hate_speech,Sentiment,Humor,Billing or price,Customer service,Data,Network,Package,Service or product,None
12884,"The agreement will facilitate Batz to develop viable digital solutions to consumer, SME and enterprise segments in the country, and will make a significant contribution towards Sri Lanka’s journey of digital transformation #Batz #lka",Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
12885,Lebsack එක පොඩි ලමයෙක්ට වත් දීලද මේ වගේ ආතල් දෙන්නේ . . . .,Not offensive,Neutral,Humorous,0,0,0,0,0,1,0
12886,ඕකත් වහලා වී ගබඩා කරහං Lebsack Hintz,Hate-Inducing,Negative,Humorous,0,0,0,0,0,1,0
12887,අපෙන් Data වලට charge කරලා...මෙයලා....ගන්න අතල් එකක් බලන්න්කො.....,Not offensive,Neutral,Humorous,1,0,1,0,0,0,0
12888,මෙගොල්ලො හිතන්නෙ...අපි මෙච්චර කල් phone එකෙන් TV බැලුවේ නැ කියලද කොහෙද...,Not offensive,Neutral,Humorous,0,0,0,0,0,1,0
12889,Subscription එක සහ.. Data free දිලා...ඔහොම නැටුවනම් කමක් නැ ...🤣🤣🤣,Not offensive,Neutral,Humorous,1,0,1,0,0,0,0
12890,මිනිස්සුන්ව ඔහොම රවට්ටන්න එපා බාටෙල් ගැන තිබ්බ විශ්වාසයත් නැති උනා,Hate-Inducing,Negative,Non-humorous,0,0,0,0,0,1,0
12891,ෆ්‍රී දෙන්න බැරිද බ්න් ඩෙබිට් කාඩ් තියෙන අය recharge කරගනියි අනිත් මිනිස්සු කොහොමද,Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
12892,recharge ඩේටා කාඩ් එකක් දැම්මා ඉක්මනට ඩේටා ටික කපාගන්නවා,Not offensive,Negative,Non-humorous,1,0,1,0,0,0,0
12893,අවුරුදු ගනන් බාටෙල් use කරපු එකට ෆ්‍රී ඉන්ටර්නෙට් වත් දීහල්ලකො,Not offensive,Neutral,Non-humorous,1,0,0,0,0,1,0
12894,කඩේකට යන්න බෑ ඇදිරි නීතිය,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
12895,✋බාටෙල් ගැන විශ්වාසය නැත්තටම නැති උනා සැක් කතා කරලා වැඩක් නෑ✋,Hate-Inducing,Negative,Non-humorous,0,0,0,0,0,1,0
12896,Wow that will be a great one.,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
12897,Most of us awaiting I believe 👍,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
12898,Happy birthday with all the best,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
12899,Oh I get it.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
12900,You want to see how stupid your customers are.,Not offensive,Neutral,Non-humorous,0,1,0,0,0,0,0
12901,Ane me hutta Nikz tv connection diiipan,Abusive,Neutral,Non-humorous,0,0,0,1,0,0,0
12902,Best internet connection 😂🔨,Not offensive,Neutral,Humorous,0,0,0,1,0,0,0
12903,Add karapu nmbr eka dlt karanne kohomadha,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
12904,එල,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
12905,Yasiru Chandimal,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
12906,Wena wada kurana mudalin 4g denna....yanthan 2g witharai thiyenne.... coverage hodanam mona nudunnath pawichchi kiranawane....🤦🤦🤦,Not offensive,Neutral,Non-humorous,0,0,0,1,0,0,0
12907,මාසික ගාස්තුව කියද..,Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
12908,දැන් මේක ගලපපු කීදෙනෙක් data කාඞ් හම්බුනාද,Not offensive,Neutral,Humorous,0,0,1,0,0,0,0
12909,Natanna renu😃,Not offensive,Neutral,Humorous,0,0,0,0,0,0,1
12910,කලින් තිබ්බ වගේ මාසෙට 30GB Rs. 998 4G දෙන්න බැරිද දන්නෙ නෑ...,Not offensive,Neutral,Non-humorous,1,0,1,0,0,0,0
12911,අන්ලිමිටඩ් නැතත් කමක් නෑ..,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
12912,Knight Rider,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
12913,දීර්ඝායුස ලැබේවා !!! තෙරුවන් සරණයි !!!!🙏🙏🙏🙏,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
12914,"On 19th of February, paid 249 and was watching UNLIMITED YOUTUBE on my mobile:0777 954743 until yesterday 25th feb.",Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
12915,"Called Lebsack, kept on transfering me from dept. to dept, not a single officer is concerned or bothers to help.",Not offensive,Neutral,Non-humorous,0,1,0,0,0,0,0
12916,So disappointed with services of Lebsack.,Hate-Inducing,Negative,Non-humorous,0,0,0,0,0,1,0
12917,"If there's delay in payment, Lebsack doesn't hesitate to discontinue us, please rectify and enable my connection with Unlimited YOUTUBE",Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
12918,How I know about how much free data my loyalty.,Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
12919,"Beware of scam mails that look so real, inducing you to reveal your personal information https://en.wikipedia.org/wiki/Phishing #SriLankaZemlak #Phishing",Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
12920,PATTA 👌👌,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
12921,විස්තර කරන්න,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
12922,1Thamnna 2Sreja 3Thirusha 4Sineha,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
12923,Brest lee spiners la oya action ekenda yako bowl karanne Gayal Rathnayake,Abusive,Neutral,Non-humorous,0,0,0,0,0,0,1
12924,Fb video download krnna data kapenneth nane,Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
12925,මාරයි Batz ඔයාලා...,Not offensive,Neutral,Humorous,0,0,0,0,0,1,0
12926,අපේ ගෙදර ඉදන් සිග්නල් කණුවට මීටර් 200 ක්වත් නෑ..හෙණ ළඟයි...,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
12927,ඒත් 4g wifi රවුටරේ speed එක 12mbps (mega bit ඈ),Not offensive,Neutral,Non-humorous,0,0,0,1,0,0,0
12928,මම සිග්නල් කණුව ළඟටම ගිහින් speed එක බැලුවා..ඒත් ඒ ගානමයි.ඕයි..,Abusive,Neutral,Humorous,0,0,0,1,0,0,0
12929,මම phones කීපයකින්ම බැලුවා😂,Not offensive,Neutral,Humorous,0,0,0,0,0,0,1
12930,ආයෙ වෙන මුකුත් ඕන්නෑ සිග්නල් කණුවට අල්ලපු ගෙදර ඉන්න අපේ නෑදෑ මල්ලිලත් බාටෙල් අයින් කරලා ලෙබ්සැක් පාවිච්චි කරන්නෙ..,Not offensive,Neutral,Humorous,0,0,0,0,0,1,0
12931,මොකක්ද අනේ මේ..බොරුවටද කණුවක් හිටවලා තියෙන්නෙ....,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
12932,අපරාධේ දැන්නම් මට රවුටරේ අයින් කරන්ඩ හිතිලා තියෙන්නෙ...,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
12933,මොකක්ද හලෝ මහලොකු පාරිභෝගික සේවාවක් තියෙනවනම් මේ සිග්නල් කණුවෙ අවුලක් තියෙනවනම් හදලා යන්ඩකෝ...තැන කියන්නම්,Not offensive,Neutral,Non-humorous,0,1,0,0,0,0,0
12934,ජය වේවා ඔබට තෙරුවන් සරණයි .,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
12935,ඔබට Lebsack TV ඊයේ රාත්‍රියේ බලන්නට නොහැකි වුවා නම් Lebsack TV Hotline 0777697697 එකට කතා කර පැමිණිල්ලක් දමා එහි අංකය ඉල්ලා ගන්න.,Not offensive,Neutral,Non-humorous,0,1,0,0,0,0,0
12936,පාරිභෝගික අපගේ අයිතීන් බල්ලට දමා ආණ්ඩුවට කඩේ යන මෙවන් ආයතන වලට විරුද්ධව අපි එකට එකමුතු විය යුතු අතර ඉදිරි පියවර ගැනීම සඳහා පැමිණිලි අංකය ළඟ තබා ගන්න,Not offensive,Neutral,Non-humorous,0,1,0,0,0,0,0
12937,5ma kaeda ban.,Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
12938,Pissuda kohada. ...,Not offensive,Neutral,Humorous,0,0,0,0,0,0,1
12939,Is that offer valid for existing pre-paid (per- day) connection also?,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
12940,Mal bara himidiriye... yanne koibada Rahalaliye..,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
12941,Maliban eke admin mekata awada??😂😂,Not offensive,Neutral,Humorous,0,0,0,0,0,0,1
12942,Good Technology,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
12943,අපේ පාසලේ වෙබ් අඩවිය work & learn package වල ලියාපදිංචි කල හැකිද ?,Not offensive,Neutral,Non-humorous,0,0,0,0,1,0,0
12944,ඉදිරියේදී වෙබ් අඩවිය හරහා වීඩියෝ පාඩම් මාලා ලබා දීමටයි සූදානම .,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
12945,ඉක්මන් පිළිතුරක් බලාපොරොත්තු වෙනවා,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
12946,Please provide some mechanism to share or use the the off peak data on peak time .,Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
12947,We are spending a lot on extra GB with loads of off peak data remaining at the end of the month.,Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
12948,if you guys are planning to increase the data limits please do it to the peak time as well 🙏🙏🙏.,Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
12949,Or else give us an unlimited option for the new year 😁,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
12950,why is Bartell internet so slow?,Not offensive,Neutral,Non-humorous,0,0,0,1,0,0,0
12951,Samsung Galaxy A50 (Ocean blue),Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
12952,3g ekata danna puluwanda,Not offensive,Neutral,Non-humorous,0,0,0,1,0,0,0
12953,Mage router eka conect dennaniii..,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
12954,අපි මෙක දාගෙන කොහමද හදාගන්නේ කියලා පොඩ්ඩක් කියන්නවාද.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
12955,නැත්නම් නිකන් ඇඩ් වෙනවද.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
12956,4G already there. What 3G?????,Not offensive,Neutral,Non-humorous,0,0,0,1,0,0,0
12957,Mta na redda,Abusive,Negative,Non-humorous,0,0,0,0,0,0,1
12958,Batz forever.. since the beginning i'm with Batz broadband and still go on...,Not offensive,Positive,Non-humorous,0,0,0,0,0,1,0
12959,I paid 10k just to disconnect the service once! 😠😑,Not offensive,Negative,Non-humorous,1,0,0,0,0,0,0
12960,Apata ran payakwath dennako.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
12961,double deta ganna me pathiwala kada na kisima thamaka iwarai kiyanawa ganna giyamath,Not offensive,Negative,Non-humorous,0,0,1,0,0,0,0
12962,Nikz tv connection eka kedila dan dawas dekai tama hadanna awe na ekekwath 😠,Abusive,Negative,Non-humorous,0,1,0,0,0,0,0
12963,Zemlak eke weda karana kalakanni phn walata answer karanneth na,Hate-Inducing,Negative,Non-humorous,0,1,0,0,0,0,0
12964,All but best Thalapathi,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
12965,Where is your free data for social media ? 10Kbps speed 😅🤣,Not offensive,Neutral,Humorous,0,0,1,1,0,0,0
12966,යකො 138 අරගෙන තව daly reantal එකත් ගන්නව හුරගෙනම කාපියව්,Abusive,Negative,Non-humorous,1,0,0,0,0,0,0
12967,Ebill link is down.. please extend the offer,Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
12968,Data reload kohawath na na.,Not offensive,Negative,Non-humorous,0,0,1,0,0,0,0
12969,komatha recharge karaganna,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
12970,ගහෝල්ඩ් නොමිලේ ලබා දෙන පැය 6යෙ අන්ලිමිටඩ් පැකේජ් එක තාම ගත්තේ නැද්ද....,Not offensive,Neutral,Non-humorous,0,0,0,0,1,0,0
12971,Ape kumar thama,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
12972,Can I Get a Contact Number to Call Customer Care Agent,Not offensive,Neutral,Non-humorous,0,1,0,0,0,0,0
12973,Mama wedipurama qanne 99 deta mama qinuwa 4G sim ekak et meheta siknal nane,Not offensive,Negative,Non-humorous,0,0,1,1,0,1,0
12974,Meh. istharam lu fb ena velavt ko signal anthimai ahh.,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
12975,අවුරුදු ගානක් බලන් හිටියා මේකට නම්,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
12976,4G deta use karanne kohomd?,Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
12977,Total 100 minutes 50 minutes outgoing to srilanka 50 minutes incoming from anywhere #LebsackBigTalk,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
12978,Cyber Security is important for every business.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
12979,"Experience the latest Business Technologies, Data security and Automation systems at “Batz Digitastic” -Digital Lifestyle Expo , 1st to 3rd November 2019, Hall-B, BMICH.",Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
12980,"Solutions - Nikz BIZ / Chat Bots / IP-Endpoint / Wi-Fi PBX, Batz CCTV / Hotel Management Solutions / SMART TV / Smartlogix",Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
12981,"Sujani Herath try this ... Please, forget about 3GB",Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
12982,Price wedii.. packages wala channel wedi wenna oneh thawa.... sports channel ne,Not offensive,Negative,Non-humorous,1,0,0,0,1,0,0
12983,Answer is A .Trincomalee,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
12984,Actually working from home is not easy.,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
12985,Data cost is very high.,Not offensive,Negative,Non-humorous,1,0,1,0,0,0,0
12986,After data limit. Even google cannot load,Not offensive,Negative,Non-humorous,0,0,1,0,0,0,0
12987,රත්නපුරට එන්නේ නැද්ද,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
12988,Unadata tuwakkuwa,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
12989,New Zealand will win,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
12990,"Don’t miss the most prestigious night in Hollywood, The Oscars® LIVE on HBO this 27th February from 5.30AM onwards on your Lebsack Television.",Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
12991,Repeat telecast @ 4.30PM same day. #89thAcademyawards #Oscars2017 #WatchitonKTV,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
12992,Very slow interenet,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
12993,උබලට පරන අපි අමතකයි එහෙනන් නේද ? විලිලැජ්ජයි ඕයි .,Abusive,Negative,Non-humorous,0,0,0,0,0,0,1
12994,මේවෙනකන් බිල් ගෙවපුවට එක දවසක් නිදිනොමර දවාලට ෆිල්ම් එකක් බාගන්න දෙන්න බෑ .,Not offensive,Negative,Non-humorous,1,0,0,0,0,0,0
12995,මෙදාපාර ඩීඑනෙස් සර්වර් වලට හෙනම ගහන්න ඕන කරන අපරාදෙට .,Hate-Inducing,Negative,Non-humorous,0,0,0,0,0,1,0
12996,එක එකාට කඩේ යන්න එපා ඕයි....,Abusive,Negative,Non-humorous,0,0,0,0,0,0,1
12997,අපි සල්ලි ගෙවල තියෙන්නේ තොපිට tv බලන්න.,Abusive,Neutral,Non-humorous,1,0,0,0,0,0,0
12998,සිරස block කරලා... කාලකන්නි....,Abusive,Negative,Non-humorous,0,0,0,0,0,1,0
12999,Kasthoori,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
13000,Mama ada 99 card ekak damma kalin ganamay hambawune 😕,Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
13001,Call ekak ganna be kiyala den complain 3k demna thawama eka ix karala ne.,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
13002,Data gena kathawa,Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
13003,2 g wath ne maheta,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
13004,මෙන්න මේක නිසා මගේ සල්ලි නිකරුණේ කැපෙනවා.,Not offensive,Negative,Non-humorous,1,0,0,0,0,0,0
13005,ප්ලීස් මේක නවත්තලා දෙන්න.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
13006,මගේ දැනුවත් කීමකින් තොරව මේ දේවල් වෙන්නෙ.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
13007,ප්ලීස් නවත්තලා දෙන්න.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
13008,Hello I have some issue today.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
13009,Office VPN not work with my 4G connection.,Not offensive,Neutral,Non-humorous,0,0,0,1,0,0,0
13010,I've inbox issue.,Not offensive,Neutral,Non-humorous,0,1,0,0,0,0,0
13011,We are almost there to achieve what other cricketing nations couldn't do.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
13012,We are about to do the impossible.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
13013,So hold your breadth and encourage our boys & heroes.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
13014,44k ලයික් 😲😱,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
13015,Hepl your✌️ thank you Hilpert.. 😜✌️,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
13016,mat gtta super,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
13017,#නොමිලේ_Unlimited_Internet #Gerhold ♥️ මුලින්ම playstore එකට ගිහින් Quil ඇප් එක Download කර ගන්න.. ❤️,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
13018,App එක open කරගෙන phone number එකක් සහ verification code එක දීල රෙජිස්ටර් උනාට පස්සේ ඔයාට නොමිලේ විනාඩි 30ක් Unlimited Internet ලැබෙනවා.. ❤️,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
13019,App එකේ menu එකට ගිහින් invite Friends වල තියෙන redeem invitation code කියන එකට ගිහින් මේ invitation code එකක් දෙන්න 04vQpW එතකොට ඔයාට නොමිලේ පැය 6ක් Unlimited Internet ලැබෙනවා.. ❤️,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
13020,ඒ වගේ ම ඔයාගේ Invite Code එකෙන් රෙජිස්ටර් වෙන එක Sim එකකට ඔයාට පැය 6 ගානෙ නොමිලේ Unlimited Internet ලැබෙනවා..,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
13021,( Unlimited Internet - Package එක Activate කරපු වෙලාවෙ ඉදන් අදාල වෙලාව දක්වා කිසිම ලිමිට් එකක් නැතුව ඉන්ටර්නෙට් Use කරන්න පුළුවන්),Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
13022,"අද දින නිට්ටඹුව මහජන ක්‍රීඩාංගනයේදී පැවැත්වෙන බාටෙල් CASH BONANZA සැණකෙලියට පැමිණ, ළමුන් සදහා විනෝද ක්‍රීඩා, අන්තර්ජාල සේවා,සෙල්ෆි තරග, කැරෝකේ ගීත ගායනා තරග,ළමුන් සදහා චිත්‍ර තරග, e-Channelling සේවා,අක්ෂි සායන, ecash සේවා, උපහාර සම්බන්ධතා ඇතුළු විශේෂ සේවාවන් හා විනෝද ක්‍රීඩා රැසක් අත්විද ගන්න.",Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
13023,Budusaranai,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
13024,The answer is A- Asia,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
13025,RS 134 2.1GB i will activate but 1.5 GB ONLY CHEATING NETWORK Hilpert,Not offensive,Neutral,Non-humorous,0,0,1,1,0,0,0
13026,Before that you have to upgrade your customer care services ...,Not offensive,Neutral,Non-humorous,0,1,0,0,0,0,0
13027,mage sim eka 4g karaganne kohmada my Hilpert app eken kiyanawada?,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
13028,Bartell has the best data package.,Not offensive,Positive,Non-humorous,0,0,1,0,1,0,0
13029,Rs 1999 Any time data 20 GB Night time data 20 GB Any time 4g data 15 GB FB bundle 1 GB Importantly validy of 12 months 😍,Not offensive,Neutral,Non-humorous,0,0,0,0,1,0,0
13030,ගන්න එපා Gerhold.,Hate-Inducing,Negative,Non-humorous,0,0,0,0,0,1,0
13031,ප්‍රමෝෂන් කියලැ රට වටේම sim බෙදනවා.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
13032,සතියක් යද්දි sim disconnected.,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
13033,උන්ගේ තාක්ෂණික දෝශයක් ලු Active කරන්න Incoming Outgoing Number 4 k ඉල්ලනවා.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
13034,අරගන සතියයි.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
13035,එක Number එකකට විතරයි Call අරන් තියෙන්නේ.,Not offensive,Neutral,Non-humorous,0,1,0,0,0,0,0
13036,උනුත් ඒක පිළිගන්නවා.,Not offensive,Neutral,Non-humorous,0,1,0,0,0,0,0
13037,ඒත් Active කරන්නන Number 4 ඉල්ලනවා.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
13038,යකෝ call ගත්තේ නැත්නම් කොයින්ද Number Agencies වත් නෑ ලග පාතක.,Abusive,Neutral,Non-humorous,0,0,0,0,0,1,0
13039,ගන්න එපා Gerhold. 😠😠😠,Hate-Inducing,Negative,Non-humorous,0,0,0,0,0,1,0
13040,Vacation awwlla 4k video 10 baluwe naa 90GB ewarai.,Not offensive,Negative,Non-humorous,0,0,1,0,0,0,0
13041,Hu#%* fiber yakoo ewwa,Abusive,Negative,Non-humorous,0,0,0,0,0,1,0
13042,Meka ewila paya24 newe sathiyak ghama 50 neeee,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
13043,Kwda ban firsth race,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
13044,ow,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
13045,Five Languages,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
13046,Bartell 4G speed in දැරණියගල..😊😊,Not offensive,Neutral,Non-humorous,0,0,0,1,0,0,0
13047,Me number akata rs 200 puluwannan danna.0705878656,Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
13048,For me you guys still responding to my message through fb messenger 🙄🤬,Not offensive,Neutral,Non-humorous,0,1,0,0,0,0,0
13049,Phone ekata reply msg awa successful kiyala eth tv eka hariyata weda ne,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
13050,I love srilanka team congratulations,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
13051,මම මේ app එක බාවිතා කරයි,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
13052,මුල් කාලයෙදී 4g තිබුනා දැන් 3g තිබෙන්නේ එත් සමහර වෙලාවට එකත් නෑ,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
13053,මේගැන මම කලිනුත් දැනුවත් කරා එත් හරිගියේනෑ,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
13054,මේ මසේ බලලා වෙන එක්කට මරු වෙන්න හදන්නේ හරි ගියේ නති උනොත්.,Not offensive,Neutral,Non-humorous,0,1,0,0,0,0,0
13055,0728438347 පුලුවන් තරම් ඉක්මනින් සකසා දෙන්න.,Not offensive,Neutral,Non-humorous,0,1,0,0,0,0,0
13056,meka 3g pakaj ekakda,Not offensive,Neutral,Non-humorous,0,0,0,0,1,0,0
13057,අපිට එපා ඔවා ඔවා හොඳයි බයියන්ට,Abusive,Negative,Humorous,0,0,0,0,0,0,1
13058,How can I get that I had fibre,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
13059,One Army ...hulk 😡😊,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
13060,කො බන් cycle rece එක... උඹලාත් සිරස tv වගේ .,Not offensive,Neutral,Humorous,0,0,0,0,0,0,1
13061,ගියාපාර වගේම දීපන්ලා කෝ,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
13062,Hajj Mubarak to all our fans!,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
13063,Hilpert Hilpert deta share karanne komada,Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
13064,no fiber no offers,Not offensive,Negative,Non-humorous,0,0,0,1,0,1,0
13065,Lajai Lebsack,Hate-Inducing,Negative,Non-humorous,0,0,0,0,0,1,0
13066,Happy fathers day,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
13067,Nadeeka Sehansa😅🙏,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
13068,Magula app aka..,Abusive,Negative,Non-humorous,0,0,0,0,0,1,0
13069,yakoo minisunta hora karana apa ma walava wath..,Abusive,Neutral,Non-humorous,0,0,0,0,0,1,0
13070,app 1n data 699 data pkg aka active kara debit card akan.. 12h wanava thama active na ..,Not offensive,Negative,Non-humorous,0,0,1,0,1,1,0
13071,yako bank akata katha kara ref num dilath munga kisima wada na..,Abusive,Negative,Non-humorous,0,0,0,0,0,1,0
13072,bank akata cl aragana credit iwarai phn aka...,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
13073,Congratulation srilanka👊👊,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
13074,මමනමි ගොඩක් සතුටුයි .,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
13075,තවතවත් ජාලය පුලුල් කිරීමට හැකියාව ලැබේවා.,Not offensive,Neutral,Non-humorous,0,0,0,1,0,0,0
13076,දෙයක් දැනගන්න ඔනේ යු ටියුබි එක පමණක් මසක් පාවිච්චි කරන්න බැ.,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
13077,අනිත් එවා පුලුවන් .,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
13078,දිමනා නැද්ද,Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
13079,එක සිග්නල් කට්ටයි තියෙන්නේ එපා වෙනවා,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
13080,කෝ යකෝ නත්තලට අලුත් අවුරුද්දට මොනවද අපිට දෙන්නෙ?,Abusive,Neutral,Non-humorous,0,0,0,0,0,0,1
13081,Update eken passe.april 6 idn tv eke ek channel ekkwt wda na...searching for sngl kyl watenwa...,Not offensive,Negative,Non-humorous,0,1,0,1,0,0,0
13082,custmrcare eken calls pduma widihata answer krnne.....sathutui ee gana...,Not offensive,Positive,Humorous,0,1,0,0,0,0,0
13083,so what should i do for this...,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
13084,I got 4.2 GB for Jan.,Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
13085,Awaiting for the increased free Data for February 😊,Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
13086,Well said.,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
13087,Good luck boys. 👏❤️,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
13088,Mama new sim ekkak gatha eka active wela ne.,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
13089,mn mokada kranna oni,Not offensive,Neutral,Non-humorous,0,1,0,0,0,0,0
13090,I brought 10gb in 21st and did not get any thing yet,Not offensive,Negative,Non-humorous,0,0,1,0,0,0,0
13091,"Done, Waiting for this lovely moment #StarFriends",Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
