post_tokens,toxic_tokens,post_label
"['protesters', 'bcome', 'rioters', 'min', 'violence', 'starts', 'all', 'should', 'be', 'arrested', 'prosecuted', 'of', 'course', 'these', 'fucking', 'cops', 'are', 'not', 'going', '<number>', 'do', 'shit', 'as', 'usual', 'per', 'orders', 'i', 'understand', 'states', 'make', 'own', 'laws', 'but', 'police', 'should', 'be', 'under', 'federal', 'control', 'so', 'politicians', 'can', 'not', 'stymie', '<number>', 'agenda']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['because', 'it', 'is', 'fucking', 'gay', 'let', 'go', 'of', 'that', 'ocd', 'shit', 'we', 'have', 'plenty', 'of', 'battles', 'right', 'now', '<user>']","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['expect', 'more', 'of', 'this', 'in', 'america', 'they', 'have', 'already', 'caught', 'muzrat', 'arsonists', 'here']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",hatespeech
"['grandpa', 'fought', 'the', 'nazis', 'so', 'cops', 'social', 'workers', 'could', 'pretend', 'to', 'not', 'see', 'sandniggers', 'raping', 'little', 'white', 'girls']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",hatespeech
"['maybe', 'because', 'so', 'many', 'people', 'in', 'africa', 'and', 'europe', 'speak', 'french', 'i', 'guess', 'my', 'french', 'teacher', 'was', 'from', 'algeria']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['sorry', 'no', 'final', 'kike', 'meals', 'it', 'makes', 'the', 'oven', 'dirtier', 'more', 'ash', 'to', 'shovel', 'out']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['for', 'the', 'record', 'i', 'do', 'not', 'think', 'it', 'can', 'be', 'denied', 'that', 'jews', 'are', 'nepotistic', 'and', 'intelligent', 'with', 'a', 'strong', 'in', 'group', 'preference', 'what', 'bothers', 'me', 'is', 'that', 'they', 'will', 'not', 'allow', 'anyone', 'else', 'the', 'same', 'priviledge']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['why', 'do', 'immigrants', 'like', 'ilhan', 'omar', 'and', 'ted', 'lieu', 'come', 'to', 'america', 'and', 'try', 'to', 'change', 'it', 'to', 'be', 'more', 'like', 'the', 'countries', 'they', 'fled']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['<user>', '<user>', 'import', 'more', 'people', 'from', 'shithole', 'countries', 'voting', 'for', 'shithole', 'politics', 'and', 'texas', 'will', 'be', 'blue']","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['there', 'are', 'too', 'many', 'mosques', 'therefore', 'they', 'have', 'no', 'need', 'to', 'pray', 'in', 'the', 'streets', 'it', 'is', 'a', 'form', 'of', 'intimidation', 'that', 'moslem', 'shite', 'use', 'on', 'a', 'regular', 'basis', 'to', 'create', 'havoc', 'and', 'totally', 'piss', 'off', 'the', 'indigenous', 'people', 'stop', 'islam', 'stop', 'koran', 'ban', 'street', 'prayer', 'keep', 'fighting', 'michael']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",hatespeech
"['reminder', 'that', 'google', 'is', 'run', 'by', 'jews']","[0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'you', 'are', 'an', 'entire', 'nigger']","[0, 0, 0, 0, 0, 1]",hatespeech
"['they', 'are', 'only', '<number>', 'of', 'the', 'world', 'population', 'and', 'trying', 'to', 'pretend', 'that', 'obama', 'jarrett', 'clintons', 'do', 'not', 'love', 'the', 'muzzies', 'more', 'than', 'the', 'jews', 'is', 'just', 'laughable', 'but', 'you', 'keep', 'laser', 'focused', 'on', 'those', 'jews', 'ok', 'someone', 'has', 'to', 'stay', 'behind']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['if', 'i', 'leave', 'i', 'am', 'contributing', 'to', 'white', 'genocide', 'in', 'my', 'own', 'capital', 'city', 'tbh', 'i', 'like', 'being', 'able', 'to', 'do', 'so', 'many', 'different', 'things', 'without', 'travelling', 'too', 'far', 'the', 'architecture', 'history', 'is', 'mind', 'blowing', 'as', 'long', 'as', 'you', 'avoid', 'the', 'tourists', 'ghettoes']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', '<user>', 'it', 'is', 'the', 'fact', 'that', 'he', 'defending', 'an', 'homophobic', 'white', 'supremacist', 'whose', 'a', 'friend', 'says', 'it', 'all']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['sell', 'it', 'all', 'bitcoin', 'is', 'the', 'same', 'as', 'the', 'gold', 'the', 'nazis', 'robbed', 'from', 'us', 'jews', 'it', 'funds', 'the', 'facist', 'trumpian', 'nazism', 'needs', 'to', 'be', 'stopped', 'people']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",offensive
"['another', 'reason', 'voting', 'is', 'pointless', 'civ', 'nat', 'burger', 'nat', 'at', 'its', 'finest', 'let', 'us', 'ask', 'niggers', 'who', 'the', 'good', 'niggers', 'are', 'so', 'we', 'can', 'get', 'the', 'nigger', 'vote', '<number>', 'iq', 'apes', 'will', 'turn', 'this', 'country', 'red', 'blue', 'wave', 'be', 'damned', 'trump', 'is', 'owned', 'by', 'jews', 'anyway', 'ridiculous', '<user>', '\u200d', '<user>', '\u200d']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",hatespeech
"['coronavirus', 'gone', 'platinum', 'with', 'no', 'features', 'and', 'she', 'ain', '’', 't', 'even', 'hit', 'africa', 'yet', 'beyonce', 'has', 'been', 'mighty', 'quiet']","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['<user>', 'you', 'know', 'you', 'get', 'no', 'girls', 'you', 'look', 'like', 'a', 'bitch', 'you', 'let', 'silent', 'bitch', 'you', 'you', 'always', 'buy', 'shit', 'for', 'him', 'and', 'suck', 'him', 'off', 'get', 'off', 'my', 'twitter', 'feed', 'queer']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",offensive
"['just', 'spent', '<number>', 'min', 'figuring', 'out', 'exact', 'loc', 'of', 'tea', 'lounge', 'on', '7', 'th', 'ave', 'park', 'slope', 'to', 'map', 'it', 'i', 'will', 'never', 'get', 'these', '1', '5', 'min', 'back', 'but', 'mapping', 'a', 'place', 'of', 'my', 'and', 'so', 'many', 'others', 'many', 'boring', 'fine', 'or', 'stellar', 'first', 'dates', 'is', 'worth', 'it', 'dyke', 'gentrification', 'cri', 'tgis', 'dig', 'geog', 'lesbian', 'queer']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['shut', 'up', 'you', 'nigger', 'kike', 'learn', 'math', 'niggers', 'commit', 'aggravated', 'assault', 'at', 'a', 'rate', '<number>', '×', 'that', 'of', 'whites', 'keep', 'eating', 'soy', 'you', 'feminised', 'cuck', 'enjoy', 'being', 'replaced', 'by', 'baboons', 'who', 'will', 'never', 'get', 'to', 'outer', 'space', 'ever', 'again']","[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['they', 'all', 'look', 'like', 'jane', 'pittman', '<user>', 'wow', 'lol']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['i', 'know', 'sum', 'bitch', 'made', 'ass', 'niggas', 'man', '🤦', '🏾', '\u200d', '♂️', '🤦', '🏾', '\u200d', '♂️', '🤦', '🏾', '\u200d', '♂️']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'damn', 'eu', 'should', 'have', 'stuck', 'prestinni', '’', 'crying', 'ass', 'on', 'the', 'bench', 'and', 'let', 'simp', 'get', 'retarded', 'on', 'main', 'stage']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['aight', 'bitches', 'who', 'got', 'a', 'plug']","[0, 0, 0, 0, 0, 0]",normal
"['no', 'one', 'cares', 'kike']","[0, 0, 0, 1]",hatespeech
"['i', 'think', 'donald', 'j', 'trump', 'should', 'offer', 'a', 'resettlement', 'program', 'to', 'all', 'eu', 'nationals', 'who', 'are', 'not', 'happy', 'with', 'the', 'current', 'immigration', 'policies', 'of', 'it', 'leaders', 'that', 'way', 'trump', 'gets', 'immigrants', 'who', 'are', 'nearly', 'perfectly', 'aligned', 'with', 'usa', 'values', 'education', 'and', 'european', 'expats', 'can', 'feel', 'better', 'at', 'ease']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['there', 'were', 'not', 'but', '<number>', 'kikes', 'that', 'left', 'europe', 'during', 'the', 'war', 'per', 'the', 'european', 'jewish', 'congress', 'in', '<number>', 'no', 'one', 'is', 'sure', 'if', 'they', 'died', 'or', 'left', 'the', '<number>', 'gorillion', 'is', 'another', 'kike', 'lie']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",hatespeech
"['why', 'is', 'gay', 'porn', 'literally', 'the', 'funniest', 'thing', 'on', 'earth']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",offensive
"['welp', 'i', 'am', 'in', 'a', 'drunken', 'psychotic', 'rage', 'if', 'you', 'are', 'a', 'thot', 'and', 'or', 'a', 'nigger', 'please', 'lock', 'youself', 'up', 'for', 'teh', 'night', 'just', 'a', 'prank', 'bro']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['haha', 'remember', 'when', 'that', 'bitch', 'nigger', '<user>', 'was', 'crying', 'for', 'a', 'way', 'to', 'censor', 'replies', 'to', 'him', 'little', 'pet', 'monkey', 'of', 'a', 'kike']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",hatespeech
"['<user>', 'why', 'not', 'when', 'akbaruddin', 'suar', 'can', 'speak', 'about', 'hindus', 'genocide', 'will', 'kill', 'all', 'hindus', 'then', 'a', 'home', 'minister', 'of', 'national', 'can', 'speak', 'about', 'illegal', 'immigrants']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['alright', 'kike', 'lover', 'enjoy', 'ranting', 'about', 'the', 'evil', 'chinese', 'rice', 'farmers', 'you', 'deranged', 'simpleton']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['so', 'at', 'my', 'job', 'we', 'sell', 'this', 'round', 'of', 'drinks', '<number>', 'wines', 'called', 'the', 'wine', 'flight', 'last', 'night', 'a', 'white', 'man', 'asked', 'for', 'it', 'and', 'i', 'accidentally', 'said', 'white', 'flight', 'if', 'i', 'lose', 'my', 'job', 'this', 'why']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['gay', 'moslem', 'pride']","[0, 0, 0]",normal
"['he', 'loves', 'his', 'daughter', 'more', 'than', 'himself', 'doubt', 'he', 'endangers', 'his', 'grandkids', 'yet', 'yid', 'marries', 'his', 'daughter', 'doubt', 'accidentally', 'yids', 'prepared', 'to', 'stub', 'trump', 'from', 'inside', 'they', 'knew', 'that', 'opposition', 'was', 'preparing', 'him', 'for', 'the', 'last', '<number>', 'years', 'to', 'overthrow', 'order', 'i', 'think', 'for', 'his', 'daughter', 'he', 'would', 'cave', 'in']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['why', 'was', '<number>', 'afraid', 'of', '<number>', 'because', '<number>', 'raped', '<number>', 'when', 'it', 'was', '<number>']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",offensive
"['if', 'you', 'come', 'across', 'a', 'person', 'who', 'holds', 'extremists', 'views', 'chastising', 'them', 'or', 'using', 'violence', 'against', 'such', 'persons', 'will', 'only', 'solidify', 'their', 'beliefs', 'further', 'such', 'people', 'should', 'either', 'be', 'embraced', 'with', 'love', 'or', 'debated', 'in', 'full', 'view', 'of', 'the', 'public', 'either', 'method', 'could', 'work', 'if', 'you', 'understand', 'the', 'argument']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['sidra', 'bfd', 'slap', 'urself', 'u', 'smelly', 'bitch', 'what', 'the', 'fuc', 'bro', 'why', 'u', 'likin', 'my', 'boyfriends', 'picture', 'for', 'on', 'instagram', 'inni']","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['an', 'observation', 'on', 'the', 'vice', 'article', 'about', 'twitter', 'for', 'racists', 'if', 'their', 'assertions', 'are', 'true', 'and', 'gab', 'represents', 'whiteflight', 'does', 'that', 'mean', 'that', 'twatter', 'has', 'become', 'a', 'worthless', 'ghetto', 'which', 'has', 'caused', 'its', 'stock', 'value', 'to', 'plummet', 'i', 'do', 'not', 'think', 'vice', 'thought', 'through', 'their', 'accusatory', 'implications']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['maybe', 'but', 'i', 'like', 'to', 'think', 'it', 'a', 'spontaneous', 'miscarriage', 'and', 'the', 'stoned', 'nigger', 'sow', 'is', 'just', 'so', 'obese', 'and', 'full', 'of', 'diabetic', 'nerve', 'damage', 'that', 'she', 'can', 'not', 'even', 'feel', 'anything', 'all', 'she', 'knows', 'is', 'she', 'hongry', '🐒']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['stop', 'acting', 'like', 'a', 'dyke', 'and', 'people', 'will', 'not', 'call', 'you', 'a', 'dyke', 'simple']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",hatespeech
"['converting', 'jews', 'to', 'jesus', 'doctrine', 'is', 'not', 'the', 'solution', 'converting', 'jews', 'to', 'mulch', 'is', 'solutions', 'that', 'solve', 'from', 'teamwhite']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",hatespeech
"['really', 'am', 'epic', 'success', 'presided', 'over', 'intended', 'destruction', 'of', 'usa', 'got', 'elected', 'and', 're', 'elected', 'with', 'zero', 'resume', 'id', 'theft', 'false', 'documentation', 'acted', 'unconstitutionally', 'avoided', 'impeachment', 'a', 'very', 'successful', 'scrawny', 'evil', 'nigger', 'faggot']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",hatespeech
"['you', 'ask', 'niggas', 'to', 'be', 'your', 'peace', 'and', 'they', 'end', 'up', 'being', 'your', 'piece', 'of', 'shit', '😂', '✌', '🏽', 'june', '29', 'wet', 'it', 'up', 'pool', 'party']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['they', 'certainly', 'learned', 'the', 'art', 'of', 'taqiyya', 'quite', 'well', 'from', 'their', 'moslem', 'overlords']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['indeed', 'ncaa', 'football', 'is', 'as', 'corrupt', 'of', 'as', 'the', 'nfl', 'maybe', 'half', 'of', 'the', 'players', 'in', 'the', 'ncaa', 'are', 'ghetto', 'morons', 'who', 'lack', 'the', 'minds', 'suitable', 'for', 'academics']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",offensive
"['<user>', '“', 'asians', 'are', 'the', 'cause', 'of', 'everything', 'bad', '”']","[0, 0, 1, 1, 1, 1, 0, 0, 0, 0]",offensive
"['im', 'not', 'going', 'to', 'join', 'that', 'gay', 'ass', 'jew', 'hate', 'club', 'ya', 'fag', 'now', 'go', 'find', 'a', 'kackrat', 'and', 'stroke', 'it', 'all', 'better']","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['yes', 'gurl', 'fuck', 'u', 'fake', 'ass', 'hoe']","[0, 0, 0, 0, 0, 1, 1]",offensive
"['the', 'atma', 'contained', 'in', 'me', 'used', 'to', 'occupy', 'the', 'body', 'of', 'oskar', 'schindler', 'there', 'are', 'nine', 'thousand', 'schindler', 'jews', 'who', 'are', 'only', 'going', 'to', 'procreate', 'i', 'will', 'not', 'go', 'near', 'jews', 'or', 'israel', 'until', 'it', 'aspires', 'to', 'or', 'manifests', 'a', 'level', 'of', 'love', 'prevalent', 'at', 'camp', 'echo', 'lake']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['i', 'am', 'a', 'w.a.r.', 'skin', 'do', 'you', 'know', 'john', 'detuillo', 'he', 'doing', 'an', 'l', 'bow', 'for', 'stabbing', 'a', 'lgbtqwtf', 'in', 'the', 'head', 'and', 'a', 'mudshark', 'in', 'the', 'head', 'i', 'used', 'to', 'hang', 'w', 'some', 'american', 'front', 'and', 'valkyrie', 'front', 'almost', 'all', 'of', 'them', 'got', 'popped', 'by', 'the', 'feds', 'on', 'bogus', 'trumoed', 'up', 'charges']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['jews', 'are', 'parasites', 'muslims', 'are', 'shit', 'beaners', 'suck', 'and', 'niggers', 'are', 'dumb', 'and', 'violent']","[1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",hatespeech
"['if', 'the', 'bbi', 'will', 'end', 'the', 'circle', 'of', 'violence', 'and', 'tension', 'after', 'every', 'five', 'years', 'then', 'bring', 'it', 'on']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['it', 'is', 'very', 'easy', 'to', 'criticize', 'white', 'activists', 'if', 'they', 'are', 'doing', 'something', 'stupid', 'like', 'fighting', 'other', 'white', 'activists', 'because', 'they', 'are', 'from', 'a', 'different', 'socialist', 'gang']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['the', 'kike', 'shill', 'psyop', 'ricky', 'vaughn', 'has', 'deleted', 'his', 'post', 'where', 'he', 'stated', 'white', 'identity', 'does', 'not', 'exist', 'so', 'i', 'will', 'post', 'the', 'screen', 'shot', 'here', 'now', 'ask', 'ricky', 'tkr', 'get', 'gassed', 'faggot']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",hatespeech
"['the', 'person', 'below', 'is', 'a', 'nigger']","[0, 0, 0, 0, 0, 1]",hatespeech
"['lol', 'you', 'are', 'stupid', 'even', 'for', 'a', 'dumb', 'bitch', 'i', 'am', 'an', 'american', 'nationalist', 'not', 'a', 'german', 'national', 'socialist', 'but', 'if', 'you', 'wish', 'to', 'refer', 'to', 'me', 'by', 'the', 'same', 'term', 'that', 'sjws', 'use', 'that', 'fine', 'you', 'nigger', 'loving', 'sjw']","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",hatespeech
"['milton', 'is', 'a', 'kike', 'lover', 'who', 'pretends', 'to', 'be', 'against', 'communism', 'when', 'he', 'promotes', 'degeneracy']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['need', 'to', 'put', 'on', 'my', 'germany', 'jersey', 'can', 'not', 'lose', 'this', 'to', 'this', 'wetback', 'squad']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",hatespeech
"['pretty', 'good', '<number>', 'million', 'citizens', 'and', 'most', 'of', 'us', 'have', 'guns', 'i', 'have', 'my', 'collectors', 'licence', 'and', 'go', 'shooting', 'almost', 'every', 'weekend', 'you', 'know', 'why', 'having', 'a', 'license', 'to', 'get', 'a', 'gun', 'is', 'good', 'because', 'niggers', 'can', 'not', 'get', 'them', 'hows', 'that', 'nigger', 'problem', 'going']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",hatespeech
"['<user>', 'very', 'sad', 'moreno', 'valley', 'is', 'ghetto', 'stay', 'away']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['chronic', 'pain', 'is', 'draining', 'always', 'trying', 'to', 'find', 'comfort', 'just', 'to', 'sit', 'hurts', 'ah', 'chink', 'chink', 'lawn', 'declining', 'chair', 'in', 'kitchen', 'can', 'i', 'say', 'ah', 'now', 'the', 'sun', 'parasol', 'with', 'flowers', 'i', 'am', 'ready', 'for', 'gab']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'common', 'for', 'trump', 'groupies', 'rt', '<user>', 'nigger', 'sand', 'nigger', 'all', 'the', 'same', 'oh', 'yea', 'wetbacks', 'too']","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0]",hatespeech
"['<user>', 'pretty', 'bitches', 'can', 'stay', 'off', 'my', 'feed']","[0, 0, 1, 0, 0, 0, 0, 0]",offensive
"['niggas', 'be', 'fucking', 'dykes', 'talmbout', 'yea', 'she', 'lemme', 'kill', 'that', 'meanwhile', 'she', 'hit', 'that', 'nigga', 'with', 'the', 'strap', 'no', 'ammo', '🤣', '🤣']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['<user>', 'i', 'thought', 'you', 'were', 'like', 'a', 'sophomore', 'help']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['bts', 'as', 'muslims', 'thread', 'a', 'thread']","[0, 0, 0, 0, 0, 0]",offensive
"['like', 'that', 'vlad', 'bitch', 'breaking', 'into', 'your', 'house', 'and', 'control', 'your', 'body', 'to', 'be', 'able', 'suck', 'some', 'blood', 'nah', 'fam']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['niggas', 'been', 'debating', 'quilly', 'and', 'meek', 'since', '<number>', 'lol']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
